Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
20628,421,Murfreesboro,TN,https://www.hrc.org/resources/municipalities/murfreesboro-tn,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
20629,421,Murfreesboro,TN,https://www.hrc.org/resources/municipalities/murfreesboro-tn,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
20630,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
20631,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
20632,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
20633,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
20634,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
20635,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
20636,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
20637,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
20638,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
20639,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
20640,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
20641,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
20642,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
20643,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
20644,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
20645,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
20646,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
20647,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
20648,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
20649,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
20650,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
20651,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
20652,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
20653,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
20654,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
20655,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
20656,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
20657,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
20658,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
20659,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,30,Municipality as Employer,Inclusive Workplace,City,NA,2
20660,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
20661,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,32,Municipal Services,Human Rights Commission,County,NA,0
20662,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,33,Municipal Services,Human Rights Commission,City,NA,5
20663,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
20664,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
20665,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
20666,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,1
20667,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,1
20668,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
20669,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
20670,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
20671,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
20672,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,43,Municipal Services,City provides services to/supports the transgender community,City,NA,2
20673,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
20674,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
20675,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
20676,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
20677,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
20678,422,Nashville,TN,https://www.hrc.org/resources/municipalities/nashville-tn,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,3
20679,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
20680,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
20681,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
20682,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
20683,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
20684,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
20685,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
20686,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
20687,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
20688,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
20689,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
20690,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
20691,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
20692,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
20693,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
20694,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
20695,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
20696,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
20697,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
20698,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
20699,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
20700,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
20701,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
20702,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
20703,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
20704,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
20705,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
20706,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
20707,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
20708,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,30,Municipality as Employer,Inclusive Workplace,City,NA,0
20709,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
20710,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,32,Municipal Services,Human Rights Commission,County,NA,0
20711,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,33,Municipal Services,Human Rights Commission,City,NA,5
20712,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
20713,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
20714,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
20715,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
20716,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
20717,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
20718,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
20719,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
20720,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
20721,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
20722,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
20723,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
20724,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
20725,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
20726,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
20727,423,Amarillo,TX,https://www.hrc.org/resources/municipalities/amarillo-tx,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
20728,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
20729,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
20730,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
20731,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
20732,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
20733,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,6,Non-Discrimination Laws,Employment,City,Gender Identity,5
20734,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
20735,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
20736,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
20737,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
20738,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
20739,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
20740,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
20741,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
20742,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
20743,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
20744,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
20745,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
20746,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
20747,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
20748,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
20749,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
20750,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
20751,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
20752,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
20753,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
20754,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
20755,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
20756,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
20757,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,30,Municipality as Employer,Inclusive Workplace,City,NA,2
20758,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
20759,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,32,Municipal Services,Human Rights Commission,County,NA,0
20760,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,33,Municipal Services,Human Rights Commission,City,NA,5
20761,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
20762,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
20763,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
20764,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,1
20765,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,1
20766,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
20767,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
20768,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
20769,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
20770,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
20771,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
20772,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
20773,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
20774,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
20775,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
20776,424,Arlington,TX,https://www.hrc.org/resources/municipalities/arlington-tx,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
20777,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
20778,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
20779,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
20780,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
20781,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
20782,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,6,Non-Discrimination Laws,Employment,City,Gender Identity,5
20783,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
20784,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
20785,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
20786,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
20787,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
20788,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
20789,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
20790,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
20791,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
20792,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
20793,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
20794,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
20795,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
20796,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
20797,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,2
20798,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
20799,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
20800,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
20801,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
20802,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
20803,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,1
20804,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
20805,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
20806,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,30,Municipality as Employer,Inclusive Workplace,City,NA,2
20807,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
20808,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,32,Municipal Services,Human Rights Commission,County,NA,0
20809,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,33,Municipal Services,Human Rights Commission,City,NA,5
20810,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
20811,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
20812,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
20813,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,1
20814,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,1
20815,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
20816,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
20817,425,Austin,TX,https://www.hrc.org/resources/municipalities/austin-tx,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
